episode,total_reward,average_loss,policy_loss,value_loss,entropy_loss,duration_sec,steps
397,526.0353,0.6955,-0.0693,0.7830,-0.0182,473.83,31
398,739.4324,1.0792,-0.0852,1.1825,-0.0182,527.04,44
399,576.3286,1.0792,-0.0852,1.1825,-0.0182,455.84,33
400,1089.1957,1.0792,-0.0852,1.1825,-0.0182,547.16,45
401,892.4484,1.0792,-0.0852,1.1825,-0.0182,494.75,39
402,624.9193,1.0792,-0.0852,1.1825,-0.0182,512.87,36
403,1038.9290,0.8586,-0.0657,0.9425,-0.0182,454.01,38
404,237.5223,0.8586,-0.0657,0.9425,-0.0182,89.87,8
405,917.5674,0.8586,-0.0657,0.9425,-0.0182,603.96,55
406,755.2069,0.8586,-0.0657,0.9425,-0.0182,481.29,39
407,496.6190,0.8586,-0.0657,0.9425,-0.0182,444.08,30
408,623.7439,0.8586,-0.0657,0.9425,-0.0182,513.33,36
409,597.6462,1.0791,-0.0043,1.1016,-0.0182,453.42,33
410,690.7613,1.0791,-0.0043,1.1016,-0.0182,501.05,40
411,535.5241,1.0791,-0.0043,1.1016,-0.0182,435.24,29
412,851.8480,1.0791,-0.0043,1.1016,-0.0182,538.96,46
413,701.3424,1.0791,-0.0043,1.1016,-0.0182,518.50,39
414,796.5220,1.0791,-0.0043,1.1016,-0.0182,493.35,39
415,592.2098,1.0430,-0.0266,1.0878,-0.0182,455.85,36
416,1113.0244,1.0430,-0.0266,1.0878,-0.0182,618.16,59
417,1253.4005,1.0430,-0.0266,1.0878,-0.0182,566.62,52
418,774.2118,1.0430,-0.0266,1.0878,-0.0182,473.10,40
419,960.5076,1.6486,0.0022,1.6645,-0.0182,609.57,54
420,691.4806,1.6486,0.0022,1.6645,-0.0182,496.91,38
421,787.3321,1.6486,0.0022,1.6645,-0.0182,557.33,45
422,813.2661,1.6486,0.0022,1.6645,-0.0182,584.16,47
423,942.7590,1.0452,-0.0864,1.1498,-0.0182,594.25,55
424,1000.5434,1.0452,-0.0864,1.1498,-0.0182,560.47,50
425,2106.3894,1.0452,-0.0864,1.1498,-0.0182,504.11,44
426,1093.3680,1.0452,-0.0864,1.1498,-0.0182,633.99,59
427,727.0977,0.5604,-0.0534,0.6320,-0.0182,335.93,27
428,479.5030,0.5604,-0.0534,0.6320,-0.0182,167.45,15
429,952.8990,0.5604,-0.0534,0.6320,-0.0182,623.43,56
430,618.3979,0.5604,-0.0534,0.6320,-0.0182,501.78,36
431,1752.6147,0.5604,-0.0534,0.6320,-0.0182,513.03,42
432,568.1075,0.5604,-0.0534,0.6320,-0.0182,488.28,34
433,731.9612,1.2093,-0.0462,1.2737,-0.0182,521.70,43
434,605.6197,1.2093,-0.0462,1.2737,-0.0182,462.57,34
435,527.0869,1.2093,-0.0462,1.2737,-0.0182,420.30,29
436,717.6667,1.2093,-0.0462,1.2737,-0.0182,478.89,37
437,882.6889,1.2093,-0.0462,1.2737,-0.0182,555.35,47
438,709.6822,1.2746,-0.0108,1.3036,-0.0182,497.09,41
439,532.3946,1.2746,-0.0108,1.3036,-0.0182,451.94,30
440,540.1353,1.2746,-0.0108,1.3036,-0.0182,398.24,29
441,856.3274,1.2746,-0.0108,1.3036,-0.0182,537.82,44
442,873.5333,1.2746,-0.0108,1.3036,-0.0182,556.64,51
443,507.7148,1.2746,-0.0108,1.3036,-0.0182,440.68,29
444,522.7900,1.0530,-0.0151,1.0863,-0.0182,454.80,30
445,741.9039,1.0530,-0.0151,1.0863,-0.0182,501.31,39
446,893.4241,1.0530,-0.0151,1.0863,-0.0182,495.41,42
447,449.4843,1.0530,-0.0151,1.0863,-0.0182,372.49,26
448,485.7760,1.0530,-0.0151,1.0863,-0.0182,395.38,27
449,652.1744,0.7809,-0.0275,0.8266,-0.0182,509.98,39
450,1203.3354,0.7809,-0.0275,0.8266,-0.0182,579.08,49
451,831.6883,0.7809,-0.0275,0.8266,-0.0182,524.91,44
452,698.0286,0.7809,-0.0275,0.8266,-0.0182,485.69,38
453,520.5380,0.7809,-0.0275,0.8266,-0.0182,479.45,32
454,600.3688,0.7809,-0.0275,0.8266,-0.0182,486.38,35
455,74.0232,1.1729,-0.0249,1.2159,-0.0182,24.03,2
456,609.9554,1.1729,-0.0249,1.2159,-0.0182,485.42,36
457,529.6684,1.1729,-0.0249,1.2159,-0.0182,431.65,30
458,648.1171,1.1729,-0.0249,1.2159,-0.0182,483.03,35
459,508.8817,1.1729,-0.0249,1.2159,-0.0182,424.34,28
460,740.8746,1.1729,-0.0249,1.2159,-0.0182,524.25,42
461,786.3604,0.6483,0.0312,0.6353,-0.0182,526.38,44
462,769.3827,0.6483,0.0312,0.6353,-0.0182,560.98,43
463,787.2584,0.6483,0.0312,0.6353,-0.0182,590.75,46
464,833.1923,0.6483,0.0312,0.6353,-0.0182,562.25,47
465,694.5578,0.6483,0.0312,0.6353,-0.0182,563.71,42
466,774.0032,1.3027,-0.0106,1.3314,-0.0182,625.81,44
467,485.4307,1.3027,-0.0106,1.3314,-0.0182,417.70,26
468,496.9998,1.3027,-0.0106,1.3314,-0.0182,406.10,26
469,511.1538,1.3027,-0.0106,1.3314,-0.0182,434.95,29
470,749.0346,1.3027,-0.0106,1.3314,-0.0182,552.07,44
471,1134.5891,0.6552,-0.0203,0.6937,-0.0182,547.32,46
472,494.2519,0.6552,-0.0203,0.6937,-0.0182,438.71,26
473,608.7620,0.6552,-0.0203,0.6937,-0.0182,499.76,36
474,695.0972,0.6552,-0.0203,0.6937,-0.0182,496.87,38
475,890.1308,0.6552,-0.0203,0.6937,-0.0182,573.67,49
476,655.6103,0.6552,-0.0203,0.6937,-0.0182,487.94,37
477,451.6385,0.9657,-0.0178,1.0016,-0.0182,380.36,26
478,495.0205,0.9657,-0.0178,1.0016,-0.0182,417.00,26
479,616.5662,0.9657,-0.0178,1.0016,-0.0182,464.26,34
480,560.4770,0.9657,-0.0178,1.0016,-0.0182,459.01,31
481,1310.1367,0.9657,-0.0178,1.0016,-0.0182,555.40,48
482,468.1125,0.9657,-0.0178,1.0016,-0.0182,384.75,25
483,367.2172,0.6140,0.0088,0.6234,-0.0182,251.51,16
484,230.4621,0.6140,0.0088,0.6234,-0.0182,183.98,14
485,823.8266,0.6140,0.0088,0.6234,-0.0182,532.68,46
486,1113.8652,0.6140,0.0088,0.6234,-0.0182,519.60,46
487,1326.1792,0.6140,0.0088,0.6234,-0.0182,411.12,50
488,545.8780,0.6140,0.0088,0.6234,-0.0182,317.20,32
489,994.6194,1.8966,-0.0833,1.9981,-0.0182,408.16,47
490,436.4577,1.8966,-0.0833,1.9981,-0.0182,274.30,24
491,593.6039,1.8966,-0.0833,1.9981,-0.0182,335.91,34
492,655.7694,1.8966,-0.0833,1.9981,-0.0182,346.37,39
493,885.6994,1.8966,-0.0833,1.9981,-0.0182,362.61,42
494,690.2252,0.8601,-0.0344,0.9126,-0.0182,342.30,37
495,433.5687,0.8601,-0.0344,0.9126,-0.0182,259.16,24
496,651.4214,0.8601,-0.0344,0.9126,-0.0182,344.78,38
497,564.6113,0.8601,-0.0344,0.9126,-0.0182,303.75,31
498,638.5138,0.8601,-0.0344,0.9126,-0.0182,340.38,38
499,860.9143,0.8601,-0.0344,0.9126,-0.0182,399.19,47
