episode,total_reward,duration_sec,steps,avg_reward_per_step,avg_reward_per_sec
598,458.7371,482.19,43,10.6683,0.9514
599,1382.0106,552.69,67,20.6270,2.5005
600,896.6109,509.42,49,18.2982,1.7601
601,786.8360,564.83,45,17.4852,1.3930
602,1460.0432,1365.49,72,20.2784,1.0692
603,1243.0508,1165.74,62,20.0492,1.0663
604,1252.0388,842.48,63,19.8736,1.4861
605,705.1124,460.83,39,18.0798,1.5301
606,900.4771,430.71,47,19.1591,2.0907
607,657.7710,538.84,50,13.1554,1.2207
608,719.0826,415.63,37,19.4347,1.7301
609,1534.6582,901.08,82,18.7153,1.7031
610,1442.9639,1454.22,74,19.4995,0.9923
611,857.3875,868.29,43,19.9392,0.9874
612,-41.5881,246.46,18,-2.3104,-0.1687
613,520.7468,631.02,43,12.1104,0.8252
614,1487.1831,1024.49,77,19.3141,1.4516
615,1569.3322,635.22,80,19.6167,2.4705
616,998.7390,467.30,54,18.4952,2.1373
617,1167.3111,588.43,73,15.9906,1.9838
618,868.2506,429.43,48,18.0886,2.0218
619,1153.6392,517.43,62,18.6071,2.2296
620,1256.1728,510.27,63,19.9393,2.4618
621,1412.8021,554.01,70,20.1829,2.5501
622,938.2052,436.46,51,18.3962,2.1496
623,1293.3657,669.43,84,15.3972,1.9320
624,1329.8864,526.34,66,20.1498,2.5267
625,1660.3308,669.01,86,19.3062,2.4818
626,1489.1403,570.68,76,19.5940,2.6094
627,1347.9011,507.87,67,20.1179,2.6540
628,264.3052,136.65,17,15.5474,1.9342
629,1083.8638,466.32,56,19.3547,2.3243
630,1616.1215,618.72,79,20.4572,2.6120
631,1048.6797,606.38,66,15.8891,1.7294
632,265.6238,572.03,62,4.2843,0.4643
633,899.5348,525.93,55,16.3552,1.7104
634,952.0389,520.79,56,17.0007,1.8281
635,693.3959,512.24,55,12.6072,1.3536
636,1088.5155,577.84,61,17.8445,1.8838
637,1025.4799,567.76,59,17.3810,1.8062
638,889.6496,513.69,50,17.7930,1.7319
639,959.7864,521.77,57,16.8384,1.8395
640,1557.8356,575.50,81,19.2325,2.7069
641,1131.3935,470.90,59,19.1762,2.4026
642,1730.1081,631.18,90,19.2234,2.7411
643,1196.8049,527.29,66,18.1334,2.2697
644,566.9359,254.68,31,18.2883,2.2261
645,529.5050,229.48,29,18.2588,2.3074
646,1044.6254,438.02,54,19.3449,2.3849
647,1485.1924,553.25,75,19.8026,2.6845
648,997.8455,471.22,53,18.8273,2.1176
649,667.0787,414.39,46,14.5017,1.6098
650,1719.3140,652.73,90,19.1035,2.6340
651,939.3787,511.37,60,15.6563,1.8370
652,1584.1089,592.04,82,19.3184,2.6757
653,1052.7263,505.01,59,17.8428,2.0846
654,1177.9322,515.62,61,19.3104,2.2845
655,1096.2785,461.66,55,19.9323,2.3746
656,1139.6119,515.45,61,18.6822,2.2109
657,1148.5563,512.83,59,19.4671,2.2397
658,1105.2969,522.46,59,18.7338,2.1155
659,1111.2043,497.29,60,18.5201,2.2345
660,1216.3403,475.26,63,19.3070,2.5593
661,681.4571,263.27,34,20.0429,2.5884
662,976.5952,382.65,53,18.4263,2.5522
663,828.5823,494.20,61,13.5833,1.6766
664,1300.5047,492.22,66,19.7046,2.6421
665,1191.5684,475.75,61,19.5339,2.5046
666,1226.5864,464.84,64,19.1654,2.6387
667,1639.7702,572.05,80,20.4971,2.8665
668,996.8970,470.56,55,18.1254,2.1185
669,1511.6790,574.16,79,19.1352,2.6328
670,1021.8697,509.07,59,17.3198,2.0073
671,1260.6552,521.24,67,18.8157,2.4186
672,918.9026,478.25,55,16.7073,1.9214
673,1294.8744,512.41,69,18.7663,2.5270
674,1559.7353,601.85,80,19.4967,2.5916
675,1654.6168,625.51,86,19.2397,2.6452
676,1036.8585,471.90,56,18.5153,2.1972
677,167.3069,68.44,9,18.5897,2.4444
678,1299.7795,499.22,69,18.8374,2.6036
679,1199.9701,540.90,68,17.6466,2.2185
680,911.1939,500.00,57,15.9859,1.8224
681,924.9885,491.21,56,16.5177,1.8831
682,721.6026,553.25,65,11.1016,1.3043
683,944.2266,492.43,55,17.1678,1.9175
684,1561.6520,607.54,84,18.5911,2.5705
685,1626.1784,613.86,89,18.2717,2.6491
686,1755.3245,645.87,93,18.8745,2.7177
687,1668.1228,609.78,89,18.7430,2.7356
688,471.5288,543.67,65,7.2543,0.8673
689,841.3698,498.74,49,17.1708,1.6870
690,711.3574,483.97,53,13.4218,1.4698
691,356.3722,492.04,50,7.1274,0.7243
692,1067.9155,496.75,58,18.4123,2.1498
693,58.8870,22.78,4,14.7217,2.5847
694,687.8540,483.07,48,14.3303,1.4239
695,1311.8984,520.00,71,18.4774,2.5229
696,693.7348,464.08,52,13.3411,1.4949
697,1467.1790,564.93,77,19.0543,2.5971
698,1404.9168,549.53,76,18.4857,2.5566
699,879.9510,394.68,47,18.7224,2.2296
700,781.2202,436.05,43,18.1679,1.7916
701,1642.4388,610.64,84,19.5528,2.6897
702,834.0800,376.76,45,18.5351,2.2138
703,721.0846,452.01,47,15.3422,1.5953
704,1358.3189,541.70,73,18.6071,2.5075
705,1071.9868,478.50,58,18.4825,2.2403
706,1106.4712,444.02,57,19.4118,2.4919
707,933.3488,469.56,53,17.6104,1.9877
708,946.7284,481.38,55,17.2132,1.9667
709,773.7295,438.19,47,16.4623,1.7658
710,875.5009,457.84,53,16.5189,1.9122
711,197.6742,90.34,10,19.7674,2.1881
712,1017.2135,394.76,54,18.8373,2.5768
713,936.3474,517.95,59,15.8703,1.8078
714,1467.7977,538.57,75,19.5706,2.7254
715,875.3727,500.79,57,15.3574,1.7480
716,823.5204,466.03,51,16.1475,1.7671
717,680.3818,653.50,84,8.0998,1.0411
718,936.2831,559.46,63,14.8616,1.6736
719,1222.4456,526.08,64,19.1007,2.3237
720,1576.2915,590.86,83,18.9915,2.6678
721,934.3291,513.11,57,16.3917,1.8209
722,1045.4329,445.90,55,19.0079,2.3445
723,964.9505,511.42,60,16.0825,1.8868
724,923.3823,481.03,56,16.4890,1.9196
725,893.9327,426.05,49,18.2435,2.0982
726,1073.4635,464.27,56,19.1690,2.3122
727,977.7595,419.31,51,19.1718,2.3318
728,274.0446,214.14,26,10.5402,1.2798
729,482.7004,397.07,47,10.2702,1.2157
730,809.4243,403.34,46,17.5962,2.0068
731,944.6782,506.89,57,16.5733,1.8637
732,865.4714,399.57,47,18.4143,2.1660
733,807.7321,422.93,47,17.1858,1.9098
734,1363.7014,481.76,68,20.0544,2.8307
735,910.5132,466.14,52,17.5099,1.9533
736,827.9863,501.21,57,14.5261,1.6520
737,834.6325,394.54,46,18.1442,2.1155
738,841.2716,500.65,57,14.7592,1.6804
739,914.5531,581.33,70,13.0650,1.5732
740,99.5291,616.08,76,1.3096,0.1616
741,929.0353,442.35,51,18.2164,2.1002
742,559.6096,548.00,69,8.1103,1.0212
743,908.4485,412.63,47,19.3287,2.2016
744,969.3549,568.94,63,15.3866,1.7038
745,920.7485,410.70,49,18.7908,2.2419
746,1045.5739,397.09,51,20.5014,2.6331
747,132.8671,50.91,8,16.6084,2.6098
748,867.5218,419.01,47,18.4579,2.0704
749,1084.1851,478.84,59,18.3760,2.2642
750,769.3803,455.06,50,15.3876,1.6907
751,918.5605,481.75,56,16.4029,1.9067
752,921.3801,436.98,53,17.3845,2.1085
753,1328.8435,512.21,69,19.2586,2.5944
754,1409.2286,518.09,71,19.8483,2.7200
755,882.9222,472.10,54,16.3504,1.8702
756,-1759.2491,578.91,74,-23.7736,-3.0389
757,737.1048,337.80,41,17.9782,2.1821
758,990.2585,403.45,53,18.6841,2.4544
759,1539.9051,523.35,75,20.5321,2.9424
760,947.1477,451.24,56,16.9134,2.0990
761,764.6571,397.95,47,16.2693,1.9215
762,830.6872,355.11,43,19.3183,2.3392
763,945.9615,454.04,54,17.5178,2.0834
764,812.6822,441.10,49,16.5854,1.8424
765,548.6810,348.13,41,13.3825,1.5761
766,274.5485,161.44,20,13.7274,1.7006
767,805.8344,467.88,54,14.9229,1.7223
768,633.5320,502.78,59,10.7378,1.2601
769,795.5406,340.88,40,19.8885,2.3338
770,1538.7627,578.46,82,18.7654,2.6601
771,805.7617,429.57,48,16.7867,1.8757
772,754.3781,477.44,53,14.2335,1.5800
773,862.4083,460.37,52,16.5848,1.8733
774,1712.9662,604.00,90,19.0330,2.8360
775,783.8153,343.16,41,19.1174,2.2841
776,848.2683,433.55,47,18.0483,1.9566
777,837.8542,420.32,49,17.0991,1.9934
778,498.8695,445.54,53,9.4126,1.1197
779,578.7995,450.01,49,11.8122,1.2862
780,838.0421,444.06,49,17.1029,1.8872
781,755.1097,400.56,43,17.5607,1.8851
782,642.9774,307.65,35,18.3708,2.0900
783,753.8619,383.24,44,17.1332,1.9671
784,786.2599,358.90,42,18.7205,2.1908
785,677.0691,414.67,46,14.7189,1.6328
786,45.9973,31.32,4,11.4993,1.4688
787,627.4597,423.02,46,13.6404,1.4833
788,1546.1119,547.36,81,19.0878,2.8247
789,719.5401,434.07,46,15.6422,1.6577
790,701.9719,438.23,48,14.6244,1.6018
791,727.4712,407.73,45,16.1660,1.7842
792,378.5946,410.24,46,8.2303,0.9229
793,514.2011,445.31,48,10.7125,1.1547
794,777.0833,393.95,46,16.8931,1.9725
795,682.2811,326.76,36,18.9523,2.0880
796,736.0306,339.55,40,18.4008,2.1676
797,648.3818,394.95,42,15.4377,1.6417
798,1776.6432,617.51,93,19.1037,2.8771
799,669.9442,393.10,41,16.3401,1.7042
800,449.2265,432.71,47,9.5580,1.0382
801,715.4696,391.64,42,17.0350,1.8268
802,673.7701,435.53,46,14.6472,1.5470
803,627.1717,445.26,46,13.6342,1.4085
804,613.9595,401.43,40,15.3490,1.5294
805,621.0955,397.81,41,15.1487,1.5613
806,572.9038,387.51,38,15.0764,1.4784
807,729.2294,379.43,42,17.3626,1.9219
808,144.7156,65.68,9,16.0795,2.2035
809,414.2714,426.09,45,9.2060,0.9723
810,733.0810,401.91,44,16.6609,1.8240
811,616.5069,421.76,46,13.4023,1.4618
812,1187.2219,434.27,59,20.1224,2.7339
813,570.0739,403.82,42,13.5732,1.4117
814,1015.0774,410.47,53,19.1524,2.4730
815,417.1436,396.03,40,10.4286,1.0533
816,679.8770,379.94,40,16.9969,1.7894
817,1833.1794,618.41,94,19.5019,2.9643
818,956.7877,410.63,52,18.3998,2.3300
819,396.7232,377.79,37,10.7222,1.0501
820,624.5815,401.81,40,15.6145,1.5544
821,706.4339,413.28,45,15.6985,1.7093
822,668.7358,394.21,41,16.3106,1.6964
823,670.7197,398.82,41,16.3590,1.6818
824,759.8180,413.61,47,16.1663,1.8371
825,583.1588,423.24,48,12.1491,1.3778
826,1298.5751,456.31,64,20.2902,2.8458
827,1081.5029,422.35,56,19.3126,2.5607
828,631.7631,430.81,49,12.8931,1.4664
829,191.2265,53.75,8,23.9033,3.5580
830,1476.5990,520.96,78,18.9308,2.8344
831,713.7938,414.18,43,16.5999,1.7234
832,481.9390,440.98,48,10.0404,1.0929
833,875.4154,417.32,47,18.6259,2.0977
834,837.0246,380.31,43,19.4657,2.2009
835,884.5095,414.68,49,18.0512,2.1330
836,620.2132,427.11,47,13.1960,1.4521
837,751.2089,375.42,42,17.8859,2.0010
838,1674.4538,564.26,86,19.4704,2.9675
839,616.0981,394.77,42,14.6690,1.5607
840,1263.4605,454.92,65,19.4379,2.7773
841,1517.3201,526.68,78,19.4528,2.8809
842,1005.5952,463.72,54,18.6221,2.1685
843,1030.8819,401.77,54,19.0904,2.5659
844,883.2133,415.31,49,18.0248,2.1266
845,1025.1348,408.51,54,18.9840,2.5094
846,1290.1344,452.84,64,20.1583,2.8490
847,926.0801,442.92,51,18.1584,2.0908
848,106.9512,42.16,6,17.8252,2.5370
849,884.2781,420.33,50,17.6856,2.1038
850,1511.6125,519.45,77,19.6313,2.9100
851,1437.3701,487.02,72,19.9635,2.9513
852,755.2139,433.77,50,15.1043,1.7410
853,902.1576,435.18,51,17.6894,2.0731
854,1790.2358,608.12,94,19.0451,2.9439
855,737.2011,461.84,49,15.0449,1.5962
856,868.1260,422.38,49,17.7169,2.0553
857,813.7859,416.76,47,17.3146,1.9527
858,852.2994,431.47,49,17.3939,1.9753
859,859.2048,449.65,53,16.2114,1.9108
860,794.9542,471.22,56,14.1956,1.6870
861,565.4473,440.61,50,11.3089,1.2833
862,1285.1910,456.60,64,20.0811,2.8147
863,675.8135,424.24,44,15.3594,1.5930
864,580.3074,399.37,41,14.1538,1.4531
865,670.1374,418.52,46,14.5682,1.6012
866,489.5616,427.46,45,10.8791,1.1453
867,93.3652,125.28,13,7.1819,0.7453
868,396.1874,327.87,36,11.0052,1.2084
869,264.6263,391.83,41,6.4543,0.6754
870,545.9227,386.39,40,13.6481,1.4129
871,736.9401,413.04,43,17.1381,1.7842
872,627.8674,388.50,40,15.6967,1.6161
873,544.8181,401.27,41,13.2882,1.3577
874,564.7879,404.26,44,12.8361,1.3971
875,698.9072,432.13,46,15.1936,1.6174
876,997.8099,409.68,52,19.1887,2.4356
877,606.3156,421.89,46,13.1808,1.4371
878,746.0373,440.50,48,15.5424,1.6936
879,632.4066,411.52,44,14.3729,1.5367
880,909.6592,426.40,49,18.5645,2.1334
881,815.8526,429.16,49,16.6501,1.9011
882,1154.4360,474.66,64,18.0381,2.4321
883,512.5307,406.03,44,11.6484,1.2623
884,1369.7271,524.93,72,19.0240,2.6093
885,459.1102,401.74,42,10.9312,1.1428
886,595.5602,431.48,47,12.6715,1.3803
887,427.1301,405.59,44,9.7075,1.0531
888,606.4912,429.73,48,12.6352,1.4113
889,292.7744,178.28,20,14.6387,1.6422
890,613.9362,284.79,37,16.5929,2.1558
891,123.7872,457.19,54,2.2924,0.2708
892,556.5084,442.36,49,11.3573,1.2580
893,896.0026,433.37,51,17.5687,2.0675
894,475.3164,439.01,49,9.7003,1.0827
895,455.5189,409.98,41,11.1102,1.1111
896,957.2370,452.80,54,17.7266,2.1141
897,1389.2434,545.95,76,18.2795,2.5446
898,1449.1653,546.65,78,18.5790,2.6510
899,692.5052,434.75,49,14.1328,1.5929
900,727.2283,430.30,50,14.5446,1.6901
901,892.8785,451.59,54,16.5348,1.9772
902,577.6869,426.76,47,12.2912,1.3537
903,722.4894,439.30,51,14.1665,1.6446
904,616.1806,467.24,57,10.8102,1.3188
905,1916.2842,644.43,104,18.4258,2.9736
906,999.5062,455.79,56,17.8483,2.1929
907,739.4180,397.69,43,17.1958,1.8593
908,149.1555,53.51,9,16.5728,2.7874
909,1030.9269,494.59,60,17.1821,2.0844
910,1030.7302,471.88,58,17.7712,2.1843
911,1045.6336,445.36,57,18.3444,2.3479
912,1863.6180,633.84,99,18.8244,2.9402
913,980.1368,444.78,53,18.4931,2.2037
914,564.3610,430.28,47,12.0077,1.3116
915,523.9641,417.24,46,11.3905,1.2558
916,1712.9697,576.05,88,19.4656,2.9736
917,668.4518,417.88,47,14.2224,1.5996
918,656.5946,460.07,51,12.8744,1.4272
919,904.8429,424.79,50,18.0969,2.1301
920,1345.3231,504.09,68,19.7842,2.6688
921,1725.3890,611.42,93,18.5526,2.8219
922,872.1543,422.57,47,18.5565,2.0639
923,652.9205,430.74,49,13.3249,1.5158
924,737.5224,412.79,44,16.7619,1.7867
925,624.7118,242.68,34,18.3739,2.5743
926,839.0772,304.38,43,19.5134,2.7567
927,823.2787,418.36,48,17.1516,1.9678
928,791.7815,436.49,48,16.4954,1.8140
929,1452.6705,510.60,74,19.6307,2.8450
930,705.6050,396.73,45,15.6801,1.7786
931,1267.6660,466.83,64,19.8073,2.7155
932,884.6841,413.02,48,18.4309,2.1420
933,159.3167,444.97,48,3.3191,0.3580
934,894.8748,434.19,51,17.5466,2.0610
935,1631.3799,567.22,85,19.1927,2.8761
936,1435.3145,471.75,68,21.1076,3.0426
937,1514.5746,542.69,79,19.1718,2.7909
938,1606.5999,553.13,83,19.3566,2.9046
939,213.1469,444.40,50,4.2629,0.4796
940,932.1248,420.41,50,18.6425,2.2172
941,866.7813,421.54,50,17.3356,2.0562
942,456.6330,433.68,47,9.7156,1.0529
943,310.0588,167.63,19,16.3189,1.8496
944,446.9153,260.56,30,14.8972,1.7152
945,807.4290,437.36,50,16.1486,1.8461
946,694.1202,420.45,48,14.4608,1.6509
947,335.6258,455.22,52,6.4543,0.7373
948,1743.2345,582.27,88,19.8095,2.9938
949,839.7356,405.04,47,17.8667,2.0732
950,869.9464,400.28,46,18.9119,2.1733
951,545.0456,423.58,47,11.5967,1.2868
952,860.4233,459.12,54,15.9338,1.8741
953,1117.1778,463.39,59,18.9352,2.4109
954,1635.6622,555.04,86,19.0193,2.9469
955,754.9505,464.60,56,13.4813,1.6249
956,1310.1819,510.14,70,18.7169,2.5683
957,190.2058,492.78,61,3.1181,0.3860
958,1226.3821,507.78,66,18.5815,2.4152
959,1668.9053,549.42,82,20.3525,3.0376
960,1157.1539,388.81,58,19.9509,2.9761
961,393.9412,151.56,23,17.1279,2.5993
962,1126.9458,491.69,62,18.1765,2.2920
963,1371.1196,491.96,69,19.8713,2.7871
964,1766.5934,620.81,97,18.2123,2.8456
965,1184.5155,506.00,67,17.6793,2.3409
966,1729.8515,579.12,88,19.6574,2.9870
967,1499.2423,565.51,82,18.2834,2.6511
968,682.6139,472.86,58,11.7692,1.4436
969,330.7663,578.27,73,4.5310,0.5720
970,1805.6197,617.36,96,18.8085,2.9247
971,714.6077,525.32,68,10.5089,1.3603
972,734.0612,543.88,70,10.4866,1.3497
973,1382.3321,550.59,74,18.6802,2.5106
974,1450.7112,471.99,73,19.8728,3.0736
975,239.9443,120.33,16,14.9965,1.9940
976,1558.8054,544.25,80,19.4851,2.8641
977,1051.3943,495.41,62,16.9580,2.1223
978,1000.0327,461.29,55,18.1824,2.1679
979,1118.4418,420.05,58,19.2835,2.6626
980,1016.2244,441.88,54,18.8190,2.2998
981,860.0962,528.48,66,13.0318,1.6275
982,1102.3964,545.67,73,15.1013,2.0202
983,1187.8142,471.98,59,20.1324,2.5167
984,977.3884,609.83,80,12.2174,1.6027
985,1390.7502,523.10,71,19.5880,2.6587
986,1327.7043,531.35,70,18.9672,2.4988
987,1479.1917,613.81,81,18.2616,2.4098
988,1642.7390,613.31,82,20.0334,2.6785
989,1010.6079,550.29,64,15.7907,1.8365
990,552.9464,244.89,29,19.0671,2.2580
991,628.9376,260.41,34,18.4982,2.4152
992,1151.5014,548.79,70,16.4500,2.0983
993,1167.1531,517.07,62,18.8251,2.2572
994,1144.3923,610.64,71,16.1182,1.8741
995,1400.0443,557.24,78,17.9493,2.5125
996,1170.0009,574.31,70,16.7143,2.0372
997,1266.6295,516.71,66,19.1914,2.4514
998,1212.7933,517.80,68,17.8352,2.3422
999,1793.7021,599.91,92,19.4968,2.9899
1000,1249.0987,490.17,67,18.6433,2.5483
1001,1531.2446,548.90,80,19.1406,2.7897
1002,1204.4376,528.59,65,18.5298,2.2786
1003,992.5489,548.79,71,13.9796,1.8086
1004,1408.0234,538.86,70,20.1146,2.6130
1005,630.8846,287.57,36,17.5246,2.1939
1006,565.8619,271.28,34,16.6430,2.0859
1007,1508.0117,535.08,74,20.3785,2.8183
1008,600.1261,558.77,72,8.3351,1.0740
1009,1511.3237,632.07,88,17.1741,2.3911
1010,1490.7110,626.27,88,16.9399,2.3803
1011,1139.2228,679.19,93,12.2497,1.6773
1012,712.7686,713.63,108,6.5997,0.9988
1013,1429.4830,510.50,72,19.8539,2.8001
1014,1717.5332,640.41,94,18.2716,2.6819
1015,1744.0247,640.77,95,18.3582,2.7218
1016,1271.3139,747.43,104,12.2242,1.7009
1017,1453.4078,557.14,78,18.6334,2.6087
1018,135.1321,38.67,9,15.0147,3.4946
1019,1702.1330,614.70,91,18.7048,2.7690
1020,1833.6508,656.05,100,18.3365,2.7950
1021,1772.1859,618.06,92,19.2629,2.8673
1022,1192.2156,614.60,87,13.7036,1.9398
1023,1657.0196,580.65,89,18.6182,2.8537
1024,1612.1195,639.96,89,18.1137,2.5191
1025,1852.2050,700.66,96,19.2938,2.6435
1026,1467.1603,744.01,91,16.1226,1.9720
1027,1527.7151,716.71,87,17.5599,2.1316
1028,1572.3093,680.90,86,18.2827,2.3092
1029,1502.7576,645.27,83,18.1055,2.3289
1030,225.4174,62.21,11,20.4925,3.6237
1031,1720.0005,606.58,88,19.5455,2.8356
1032,2091.5365,733.30,110,19.0140,2.8522
1033,1923.1895,706.31,99,19.4262,2.7229
1034,1676.4674,692.63,88,19.0508,2.4204
1035,1294.3864,710.45,85,15.2281,1.8219
1036,679.9916,775.25,100,6.7999,0.8771
1037,1957.5674,661.96,100,19.5757,2.9572
1038,911.6004,769.70,92,9.9087,1.1844
1039,1783.4995,731.18,95,18.7737,2.4392
1040,1841.0941,661.99,96,19.1781,2.7811
1041,675.9837,288.39,36,18.7773,2.3440
1042,1116.8443,555.04,69,16.1861,2.0122
1043,1985.3651,704.88,104,19.0900,2.8166
1044,2004.6268,790.38,105,19.0917,2.5363
1045,1902.0700,769.82,104,18.2891,2.4708
1046,1857.1690,654.10,97,19.1461,2.8393
1047,1922.3513,784.39,103,18.6636,2.4508
1048,1715.3574,612.16,91,18.8501,2.8022
1049,1811.0454,792.67,97,18.6706,2.2847
1050,1788.0901,664.05,93,19.2268,2.6927
1051,1683.2022,660.90,94,17.9064,2.5468
1052,-86.0100,367.45,43,-2.0002,-0.2341
1053,-23.0932,393.11,48,-0.4811,-0.0587
1054,1368.9146,717.74,85,16.1049,1.9073
1055,1913.7742,711.17,100,19.1377,2.6910
1056,1824.8651,799.19,103,17.7171,2.2834
1057,1875.4031,702.13,100,18.7540,2.6710
1058,1705.9148,687.14,88,19.3854,2.4826
1059,1792.6774,725.56,91,19.6998,2.4708
1060,1819.5971,750.47,96,18.9541,2.4246
1061,1645.5685,694.93,88,18.6996,2.3680
1062,1816.4432,666.45,97,18.7262,2.7256
1063,1888.9195,684.04,91,20.7574,2.7614
1064,239.9879,110.55,13,18.4606,2.1708
1065,1377.0617,614.91,79,17.4312,2.2394
1066,1984.2692,738.65,105,18.8978,2.6863
1067,1815.0991,666.77,89,20.3944,2.7222
1068,1690.0034,706.60,94,17.9788,2.3917
1069,1567.7198,658.17,85,18.4438,2.3819
1070,1956.8930,729.50,99,19.7666,2.6825
1071,1987.8783,781.43,99,20.0796,2.5439
1072,1810.4904,750.54,97,18.6648,2.4122
1073,1709.1306,690.20,86,19.8736,2.4763
1074,1514.1379,601.87,78,19.4120,2.5157
1075,1473.0544,650.34,81,18.1859,2.2651
1076,152.8300,61.81,8,19.1037,2.4726
1077,1686.2791,680.71,94,17.9391,2.4772
1078,1919.5330,703.99,98,19.5871,2.7266
1079,2009.6701,659.02,97,20.7182,3.0495
1080,1613.2096,595.28,86,18.7583,2.7100
1081,2149.7499,761.36,108,19.9051,2.8236
1082,1579.3661,666.27,85,18.5808,2.3704
1083,1321.8948,768.95,101,13.0881,1.7191
1084,1389.7927,594.92,75,18.5306,2.3361
1085,1300.2921,537.77,67,19.4073,2.4179
1086,1651.0777,624.19,88,18.7622,2.6451
1087,1719.7929,645.52,90,19.1088,2.6642
1088,274.2914,70.28,11,24.9356,3.9026
1089,1722.6594,634.66,91,18.9303,2.7143
1090,2211.9416,689.62,102,21.6857,3.2075
1091,1870.4323,636.84,90,20.7826,2.9371
1092,1373.8106,491.81,72,19.0807,2.7934
1093,1558.8653,564.07,82,19.0106,2.7636
1094,1405.9993,547.60,73,19.2603,2.5676
1095,1547.4959,614.21,85,18.2058,2.5195
1096,1626.4693,614.03,86,18.9124,2.6488
1097,1598.5869,532.10,80,19.9823,3.0043
1098,1486.5430,532.33,73,20.3636,2.7925
1099,1629.2774,615.44,81,20.1145,2.6473
1100,1526.8478,602.18,81,18.8500,2.5355
1101,96.6969,28.48,4,24.1742,3.3954
1102,1457.7912,545.06,75,19.4372,2.6746
1103,1103.4352,460.17,56,19.7042,2.3979
1104,1597.3182,668.59,89,17.9474,2.3891
1105,1019.5579,437.38,49,20.8073,2.3310
1106,1543.8627,564.89,80,19.2983,2.7331
1107,1631.4259,586.63,83,19.6557,2.7810
1108,1148.1981,486.20,58,19.7965,2.3616
1109,1236.2211,488.64,62,19.9391,2.5299
1110,1466.7145,545.87,73,20.0920,2.6869
1111,1267.5992,488.20,66,19.2060,2.5965
1112,1704.9599,590.66,84,20.2971,2.8865
1113,1577.7321,528.04,75,21.0364,2.9879
1114,1430.8644,502.23,67,21.3562,2.8490
1115,1174.8969,450.90,59,19.9135,2.6056
1116,430.8318,192.15,24,17.9513,2.2422
1117,984.6523,351.68,45,21.8812,2.7998
1118,1493.0425,618.71,78,19.1416,2.4131
1119,1740.9289,608.73,78,22.3196,2.8599
1120,1238.7878,526.81,63,19.6633,2.3515
1121,1300.6690,539.70,66,19.7071,2.4100
1122,1213.7494,477.32,60,20.2292,2.5428
1123,1191.0474,635.52,60,19.8508,1.8741
1124,1655.9464,1341.21,76,21.7888,1.2347
1125,1102.1312,1109.93,52,21.1948,0.9930
1126,1773.6727,761.54,74,23.9686,2.3290
1127,1397.3481,1067.38,64,21.8336,1.3091
1128,1188.2247,503.92,59,20.1394,2.3579
1129,1359.2609,541.54,74,18.3684,2.5100
1130,1509.9121,531.24,75,20.1322,2.8422
1131,978.7931,404.05,52,18.8229,2.4225
1132,487.5287,181.42,24,20.3137,2.6874
1133,1030.0233,357.88,53,19.4344,2.8781
1134,1330.2321,447.20,64,20.7849,2.9746
1135,1513.0492,569.64,78,19.3981,2.6562
1136,1812.1362,595.97,81,22.3721,3.0407
1137,1327.0658,464.93,65,20.4164,2.8543
1138,1297.8640,452.06,64,20.2791,2.8710
1139,1404.6649,517.34,71,19.7840,2.7151
1140,1508.1183,629.10,87,17.3347,2.3973
1141,1245.2896,452.95,63,19.7665,2.7493
1142,1063.0168,436.98,56,18.9824,2.4327
1143,1192.1160,436.10,60,19.8686,2.7336
1144,991.0515,421.90,54,18.3528,2.3490
1145,1164.5731,516.04,68,17.1261,2.2568
1146,2210.1522,625.48,94,23.5123,3.5336
1147,779.4856,305.22,42,18.5592,2.5539
1148,512.2709,180.89,24,21.3446,2.8320
1149,1625.9022,544.21,77,21.1156,2.9876
1150,1422.0129,572.24,74,19.2164,2.4850
1151,1585.8019,634.02,80,19.8225,2.5012
1152,1538.0658,640.31,75,20.5075,2.4021
1153,1654.4588,639.34,76,21.7692,2.5878
