episode,total_reward,average_loss,policy_loss,value_loss,entropy_loss,duration_sec,steps
398,646.2014,0.7845,-0.0605,0.8631,-0.0182,485.14,36
399,619.8795,0.7845,-0.0605,0.8631,-0.0182,473.34,35
400,823.1268,0.7845,-0.0605,0.8631,-0.0182,596.03,50
401,889.4348,1.4638,-0.0049,1.4869,-0.0182,648.27,52
402,893.6610,1.4638,-0.0049,1.4869,-0.0182,639.63,55
403,850.1200,1.4638,-0.0049,1.4869,-0.0182,630.37,52
404,964.0645,0.6591,-0.0159,0.6931,-0.0182,658.18,52
405,967.1288,0.6591,-0.0159,0.6931,-0.0182,720.59,56
406,794.2178,0.6591,-0.0159,0.6931,-0.0182,609.51,49
407,973.3100,0.6591,-0.0159,0.6931,-0.0182,635.79,52
408,1180.8050,0.7389,0.0203,0.7368,-0.0182,710.17,59
409,927.1054,0.7389,0.0203,0.7368,-0.0182,614.38,52
410,839.7796,0.7389,0.0203,0.7368,-0.0182,600.06,49
411,853.2323,0.7389,0.0203,0.7368,-0.0182,601.85,51
412,944.6121,1.2388,0.0578,1.1991,-0.0182,610.20,51
413,682.5684,1.2388,0.0578,1.1991,-0.0182,544.23,41
414,768.2050,1.2388,0.0578,1.1991,-0.0182,609.95,49
415,647.4746,1.2388,0.0578,1.1991,-0.0182,551.39,40
416,677.9057,1.2388,0.0578,1.1991,-0.0182,535.50,39
417,110.4732,1.3163,-0.0281,1.3625,-0.0182,106.93,7
418,1095.0020,1.3163,-0.0281,1.3625,-0.0182,580.06,52
419,990.9030,1.3163,-0.0281,1.3625,-0.0182,741.03,61
420,796.7576,1.3163,-0.0281,1.3625,-0.0182,593.79,46
421,1555.0232,0.6404,-0.0075,0.6661,-0.0182,856.71,80
422,831.7493,0.6404,-0.0075,0.6661,-0.0182,573.48,48
423,1471.3210,0.6404,-0.0075,0.6661,-0.0182,810.02,78
424,1033.7967,2.1092,0.0811,2.0463,-0.0182,684.26,62
425,876.0333,2.1092,0.0811,2.0463,-0.0182,655.43,55
426,1224.3627,2.1092,0.0811,2.0463,-0.0182,723.36,69
427,1079.4156,0.8920,0.0613,0.8488,-0.0182,704.91,63
428,982.6598,0.8920,0.0613,0.8488,-0.0182,662.87,59
429,923.3284,0.8920,0.0613,0.8488,-0.0182,673.85,53
430,910.4170,0.8920,0.0613,0.8488,-0.0182,700.97,56
431,869.4318,1.0095,-0.0149,1.0426,-0.0182,652.31,54
432,1058.3806,1.0095,-0.0149,1.0426,-0.0182,755.48,65
433,389.4557,1.0095,-0.0149,1.0426,-0.0182,701.51,57
434,863.8568,2.2147,0.0127,2.2201,-0.0182,714.82,60
435,1354.7027,2.2147,0.0127,2.2201,-0.0182,847.19,76
436,1555.6192,2.2147,0.0127,2.2201,-0.0182,958.14,90
437,909.0555,2.6004,0.0243,2.5943,-0.0182,644.56,52
438,856.2515,2.6004,0.0243,2.5943,-0.0182,669.80,56
439,1215.1345,2.6004,0.0243,2.5943,-0.0182,802.59,73
440,1272.0505,1.5832,-0.0135,1.6149,-0.0182,802.36,75
441,769.5694,1.5832,-0.0135,1.6149,-0.0182,594.60,48
442,706.4954,1.5832,-0.0135,1.6149,-0.0182,543.83,41
443,1119.4038,1.5832,-0.0135,1.6149,-0.0182,709.09,66
444,1022.1050,2.0236,-0.0255,2.0672,-0.0182,643.11,60
445,1388.4995,2.0236,-0.0255,2.0672,-0.0182,824.67,76
446,1321.7304,1.3794,0.0327,1.3649,-0.0182,865.69,79
447,1228.7223,1.3794,0.0327,1.3649,-0.0182,725.60,69
448,1102.4334,1.3794,0.0327,1.3649,-0.0182,755.26,67
449,884.1123,0.9837,-0.0442,1.0461,-0.0182,646.07,54
450,1283.0070,0.9837,-0.0442,1.0461,-0.0182,822.40,77
451,1108.1239,0.9837,-0.0442,1.0461,-0.0182,701.10,69
452,1248.9959,1.2798,-0.0129,1.3109,-0.0182,748.96,73
453,1025.3430,1.2798,-0.0129,1.3109,-0.0182,675.92,62
454,1256.3857,1.2798,-0.0129,1.3109,-0.0182,727.60,66
455,878.7234,1.2798,-0.0129,1.3109,-0.0182,585.91,50
456,930.9059,1.4235,-0.0163,1.4579,-0.0182,649.78,56
457,834.2003,1.4235,-0.0163,1.4579,-0.0182,550.20,50
458,1173.7718,1.4235,-0.0163,1.4579,-0.0182,721.84,72
459,1243.4376,0.8223,-0.0068,0.8473,-0.0182,776.16,75
460,1017.4520,0.8223,-0.0068,0.8473,-0.0182,658.45,61
461,883.0933,0.8223,-0.0068,0.8473,-0.0182,579.93,52
462,899.7930,0.7745,-0.0227,0.8154,-0.0182,621.37,52
463,849.4320,0.7745,-0.0227,0.8154,-0.0182,615.21,53
464,1125.1443,0.7745,-0.0227,0.8154,-0.0182,745.15,66
465,865.2000,0.7745,-0.0227,0.8154,-0.0182,644.10,53
466,1080.7967,1.4974,-0.0517,1.5672,-0.0182,743.05,65
467,889.1111,1.4974,-0.0517,1.5672,-0.0182,632.84,55
468,1056.2956,1.4974,-0.0517,1.5672,-0.0182,716.47,64
469,923.4533,0.6607,-0.0423,0.7211,-0.0182,646.95,55
470,1009.6366,0.6607,-0.0423,0.7211,-0.0182,695.02,63
471,1354.3023,0.6607,-0.0423,0.7211,-0.0182,858.02,81
472,802.5804,1.2688,0.0054,1.2815,-0.0182,632.01,48
473,1642.8726,1.2688,0.0054,1.2815,-0.0182,908.52,91
474,1374.5353,1.2688,0.0054,1.2815,-0.0182,883.95,83
475,661.0984,1.4417,0.0218,1.4381,-0.0182,540.26,42
476,875.2379,1.4417,0.0218,1.4381,-0.0182,635.83,56
477,1397.1010,1.4417,0.0218,1.4381,-0.0182,819.95,78
478,784.6841,1.0635,0.0017,1.0800,-0.0182,663.76,49
479,1457.6231,1.0635,0.0017,1.0800,-0.0182,872.00,81
480,986.7012,1.0635,0.0017,1.0800,-0.0182,726.36,62
481,1021.0447,1.0005,-0.0019,1.0206,-0.0182,704.09,60
482,1462.5666,1.0005,-0.0019,1.0206,-0.0182,819.70,79
483,792.1632,1.0005,-0.0019,1.0206,-0.0182,625.25,48
484,879.8186,0.8319,-0.0307,0.8808,-0.0182,649.81,55
485,1055.2731,0.8319,-0.0307,0.8808,-0.0182,729.95,65
486,710.2535,0.8319,-0.0307,0.8808,-0.0182,644.73,46
487,785.6215,0.8319,-0.0307,0.8808,-0.0182,638.69,49
488,1062.9170,0.8789,0.0634,0.8336,-0.0182,721.41,61
489,724.7590,0.8789,0.0634,0.8336,-0.0182,537.85,43
490,832.8570,0.8789,0.0634,0.8336,-0.0182,586.44,50
491,646.5286,0.8789,0.0634,0.8336,-0.0182,582.96,43
492,840.4922,0.4606,-0.0541,0.5329,-0.0182,645.24,55
493,1160.0338,0.4606,-0.0541,0.5329,-0.0182,758.80,70
494,1071.4500,0.4606,-0.0541,0.5329,-0.0182,742.06,66
495,1041.0371,0.9338,0.0406,0.9114,-0.0182,777.45,65
496,1050.2223,0.9338,0.0406,0.9114,-0.0182,743.24,63
497,1118.5995,0.9338,0.0406,0.9114,-0.0182,741.54,67
498,1156.9398,0.7159,0.0186,0.7154,-0.0182,804.92,70
499,1745.1751,0.7159,0.0186,0.7154,-0.0182,905.38,92
